1,1,217,87,26,24,1,-1,-1,-1
1,2,1070,89,23,23,1,-1,-1,-1
1,3,885,100,23,22,1,-1,-1,-1
1,4,974,107,25,26,1,-1,-1,-1
1,5,257,118,24,23,1,-1,-1,-1
1,6,886,123,24,23,1,-1,-1,-1
1,7,270,130,24,22,1,-1,-1,-1
1,8,252,153,23,21,1,-1,-1,-1
1,9,288,159,16,22,1,-1,-1,-1
1,10,245,172,27,23,1,-1,-1,-1
1,11,847,190,22,23,1,-1,-1,-1
1,12,803,220,22,25,1,-1,-1,-1
1,13,272,244,24,36,1,-1,-1,-1
1,14,306,253,23,23,1,-1,-1,-1
1,15,246,261,20,23,1,-1,-1,-1
1,16,282,279,22,22,1,-1,-1,-1
1,17,817,288,21,26,1,-1,-1,-1
1,18,269,350,24,27,1,-1,-1,-1
1,19,294,359,24,22,1,-1,-1,-1
1,20,841,364,22,22,1,-1,-1,-1
1,21,822,388,22,21,1,-1,-1,-1
1,22,284,395,24,24,1,-1,-1,-1
1,23,823,410,22,21,1,-1,-1,-1
1,24,279,446,21,22,1,-1,-1,-1
1,25,840,461,20,23,1,-1,-1,-1
1,26,783,471,21,21,1,-1,-1,-1
1,27,795,486,22,22,1,-1,-1,-1
1,28,280,487,19,23,1,-1,-1,-1
1,29,324,509,22,25,1,-1,-1,-1
1,30,271,530,21,22,1,-1,-1,-1
1,31,299,538,21,27,1,-1,-1,-1
1,32,807,558,20,22,1,-1,-1,-1
1,33,360,574,25,27,1,-1,-1,-1
1,34,798,583,23,23,1,-1,-1,-1
1,35,318,585,21,18,1,-1,-1,-1
1,36,418,593,24,24,1,-1,-1,-1
1,37,728,602,22,23,1,-1,-1,-1
1,38,463,605,24,21,1,-1,-1,-1
1,39,403,606,21,24,1,-1,-1,-1
1,40,567,610,21,23,1,-1,-1,-1
1,41,748,613,22,23,1,-1,-1,-1
1,42,619,615,22,24,1,-1,-1,-1
1,43,687,627,25,22,1,-1,-1,-1
1,44,760,627,24,24,1,-1,-1,-1
1,45,497,628,21,23,1,-1,-1,-1
1,46,549,637,22,4,1,-1,-1,-1
1,47,406,648,22,25,1,-1,-1,-1
2,1,216,87,26,24,1,-1,-1,-1
2,3,884,100,23,23,1,-1,-1,-1
2,4,973,108,25,25,1,-1,-1,-1
2,5,257,118,24,22,1,-1,-1,-1
2,6,886,123,22,23,1,-1,-1,-1
2,7,268,128,23,22,1,-1,-1,-1
2,8,251,152,24,22,1,-1,-1,-1
2,9,288,156,14,22,1,-1,-1,-1
2,10,245,172,25,22,1,-1,-1,-1
2,11,847,192,22,21,1,-1,-1,-1
2,12,803,223,21,25,1,-1,-1,-1
2,13,271,244,25,32,1,-1,-1,-1
2,14,307,252,22,23,1,-1,-1,-1
2,15,246,260,20,23,1,-1,-1,-1
2,16,282,278,22,22,1,-1,-1,-1
2,17,817,294,21,26,1,-1,-1,-1
2,18,269,350,24,27,1,-1,-1,-1
2,19,294,359,24,22,1,-1,-1,-1
2,20,841,364,22,22,1,-1,-1,-1
2,21,822,389,22,21,1,-1,-1,-1
2,22,284,394,24,24,1,-1,-1,-1
2,23,823,410,22,22,1,-1,-1,-1
2,24,279,445,21,22,1,-1,-1,-1
2,25,840,462,19,23,1,-1,-1,-1
